    1.500000e+00    9.974950e-01    0.000000e+00
    1.550000e+00    9.997838e-01    0.000000e+00
    1.600000e+00    9.995736e-01    0.000000e+00
    1.650000e+00    9.968650e-01    0.000000e+00
    1.700000e+00    9.916648e-01    0.000000e+00
    1.750000e+00    9.839859e-01    0.000000e+00
    1.800000e+00    9.738476e-01    0.000000e+00
    1.850000e+00    9.612752e-01    0.000000e+00
    1.900000e+00    9.463001e-01    0.000000e+00
    1.950000e+00    9.289597e-01    0.000000e+00
    2.000000e+00    9.092974e-01    0.000000e+00
    2.050000e+00    8.873624e-01    0.000000e+00
    2.100000e+00    8.632094e-01    0.000000e+00
    2.150000e+00    8.368988e-01    0.000000e+00
    2.200000e+00    8.084964e-01    0.000000e+00
    2.250000e+00    7.780732e-01    0.000000e+00
    2.300000e+00    7.457052e-01    0.000000e+00
    2.350000e+00    7.114734e-01    0.000000e+00
    2.400000e+00    6.754632e-01    0.000000e+00
    2.450000e+00    6.377647e-01    0.000000e+00
    2.500000e+00    5.984721e-01    0.000000e+00
    2.550000e+00    5.576837e-01    0.000000e+00
    2.600000e+00    5.155014e-01    0.000000e+00
    2.650000e+00    4.720305e-01    0.000000e+00
    2.700000e+00    4.273799e-01    0.000000e+00
    2.750000e+00    3.816610e-01    0.000000e+00
    2.800000e+00    3.349882e-01    0.000000e+00
    2.850000e+00    2.874780e-01    0.000000e+00
    2.900000e+00    2.392493e-01    0.000000e+00
    2.950000e+00    1.904226e-01    0.000000e+00
    3.000000e+00    1.411200e-01    0.000000e+00
    3.050000e+00    9.146464e-02    0.000000e+00
    3.100000e+00    4.158066e-02    0.000000e+00
    3.150000e+00   -8.407247e-03    0.000000e+00
    3.200000e+00   -5.837414e-02    0.000000e+00
    3.250000e+00   -1.081951e-01    0.000000e+00
    3.300000e+00   -1.577457e-01    0.000000e+00
    3.350000e+00   -2.069020e-01    0.000000e+00
    3.400000e+00   -2.555411e-01    0.000000e+00
    3.450000e+00   -3.035415e-01    0.000000e+00
    3.500000e+00   -3.507832e-01    0.000000e+00
    3.550000e+00   -3.971482e-01    0.000000e+00
    3.600000e+00   -4.425204e-01    0.000000e+00
    3.650000e+00   -4.867866e-01    0.000000e+00
    3.700000e+00   -5.298361e-01    0.000000e+00
    3.750000e+00   -5.715613e-01    0.000000e+00
    3.800000e+00   -6.118579e-01    0.000000e+00
    3.850000e+00   -6.506251e-01    0.000000e+00
    3.900000e+00   -6.877662e-01    0.000000e+00
    3.950000e+00   -7.231881e-01    0.000000e+00
    4.000000e+00   -7.568025e-01    0.000000e+00
    4.050000e+00   -7.885253e-01    0.000000e+00
    4.100000e+00   -8.182771e-01    0.000000e+00
    4.150000e+00   -8.459837e-01    0.000000e+00
    4.200000e+00   -8.715758e-01    0.000000e+00
    4.250000e+00   -8.949894e-01    0.000000e+00
    4.300000e+00   -9.161659e-01    0.000000e+00
    4.350000e+00   -9.350526e-01    0.000000e+00
    4.400000e+00   -9.516021e-01    0.000000e+00
    4.450000e+00   -9.657731e-01    0.000000e+00
    4.500000e+00   -9.775301e-01    0.000000e+00
    4.550000e+00   -9.868439e-01    0.000000e+00
    4.600000e+00   -9.936910e-01    0.000000e+00
    4.650000e+00   -9.980544e-01    0.000000e+00
    4.700000e+00   -9.999233e-01    0.000000e+00
    4.750000e+00   -9.992928e-01    0.000000e+00
    4.800000e+00   -9.961646e-01    0.000000e+00
    4.850000e+00   -9.905465e-01    0.000000e+00
    4.900000e+00   -9.824526e-01    0.000000e+00
    4.950000e+00   -9.719031e-01    0.000000e+00
    5.000000e+00   -9.589243e-01    0.000000e+00
    5.050000e+00   -9.435487e-01    0.000000e+00
    5.100000e+00   -9.258147e-01    0.000000e+00
    5.150000e+00   -9.057666e-01    0.000000e+00
    5.200000e+00   -8.834547e-01    0.000000e+00
    5.250000e+00   -8.589345e-01    0.000000e+00
    5.300000e+00   -8.322674e-01    0.000000e+00
    5.350000e+00   -8.035202e-01    0.000000e+00
    5.400000e+00   -7.727645e-01    0.000000e+00
    5.450000e+00   -7.400773e-01    0.000000e+00
    5.500000e+00   -7.055403e-01    0.000000e+00
    5.550000e+00   -6.692399e-01    0.000000e+00
    5.600000e+00   -6.312666e-01    0.000000e+00
    5.650000e+00   -5.917156e-01    0.000000e+00
    5.700000e+00   -5.506855e-01    0.000000e+00
    5.750000e+00   -5.082791e-01    0.000000e+00
    5.800000e+00   -4.646022e-01    0.000000e+00
    5.850000e+00   -4.197640e-01    0.000000e+00
    5.900000e+00   -3.738767e-01    0.000000e+00
    5.950000e+00   -3.270548e-01    0.000000e+00
    6.000000e+00   -2.794155e-01    0.000000e+00
    6.050000e+00   -2.310778e-01    0.000000e+00
    6.100000e+00   -1.821625e-01    0.000000e+00
    6.150000e+00   -1.327919e-01    0.000000e+00
    6.200000e+00   -8.308940e-02    0.000000e+00
    6.250000e+00   -3.317922e-02    0.000000e+00
    6.300000e+00    1.681390e-02    0.000000e+00
    6.350000e+00    6.676499e-02    0.000000e+00
    6.400000e+00    1.165492e-01    0.000000e+00
    6.450000e+00    1.660422e-01    0.000000e+00
    6.500000e+00    2.151200e-01    0.000000e+00
